x,y,elevation
21,10,104.87
22,10,106.56
23,10,105.55
24,10,108.53
25,10,106.92
26,10,108.5
27,10,100.17
28,10,105.41
29,10,104.61
30,10,105.02
31,10,103.65
32,10,106.01
33,10,101.54
34,10,105.87
35,10,103.41
36,10,103.82
37,10,105.54
38,10,104.65
39,10,106.41
40,10,102.17
41,10,103.73
42,10,105.45
43,10,104.18
44,10,104.08
45,10,105.22
46,10,101.97
47,10,101.33
48,10,103.5
49,10,101.84
50,10,104.18
51,10,102.49
52,10,100.32
53,10,102.08
54,10,99.44
55,10,103.0
56,10,98.18
57,10,103.3
58,10,101.38
59,10,100.31
60,10,102.08
61,10,101.5
1,11,103.41
2,11,103.5
3,11,101.69
4,11,99.38
5,11,100.2
6,11,101.3
7,11,103.79
8,11,100.91
9,11,101.28
10,11,105.94
11,11,102.27
12,11,101.45
13,11,104.52
14,11,103.11
15,11,100.7
16,11,105.82
17,11,102.51
18,11,104.35
19,11,104.38
20,11,105.22
21,11,100.61
22,11,104.53
23,11,107.65
24,11,108.11
25,11,103.75
26,11,107.71
27,11,104.45
28,11,105.3
29,11,105.45
30,11,106.33
31,11,108.1
32,11,106.58
33,11,105.72
34,11,107.8
35,11,104.13
36,11,105.43
37,11,107.39
38,11,106.26
39,11,104.06
40,11,101.73
41,11,105.13
42,11,101.1
43,11,103.58
44,11,106.1
45,11,104.67
46,11,99.17
47,11,103.37
48,11,102.08
49,11,99.93
50,11,102.92
51,11,101.04
52,11,100.85
53,11,101.88
54,11,100.2
55,11,101.47
56,11,99.94
57,11,99.91
58,11,102.85
59,11,102.94
60,11,97.23
61,11,102.05
1,12,103.66
2,12,104.11
3,12,102.18
4,12,99.18
5,12,102.74
6,12,99.93
7,12,101.19
8,12,102.87
9,12,100.73
10,12,100.3
11,12,103.79
12,12,106.87
13,12,105.91
14,12,105.13
15,12,105.97
16,12,105.59
17,12,105.52
18,12,106.71
19,12,102.47
20,12,105.88
21,12,105.59
22,12,106.16
23,12,105.31
24,12,107.48
25,12,104.98
26,12,105.7
27,12,105.58
28,12,108.7
29,12,107.0
30,12,106.12
31,12,106.28
32,12,106.98
33,12,110.13
34,12,104.29
35,12,107.97
36,12,107.38
37,12,104.46
38,12,108.94
39,12,106.83
40,12,104.47
41,12,101.49
42,12,105.37
43,12,104.53
44,12,102.25
45,12,101.93
46,12,105.45
47,12,99.51
48,12,103.76
49,12,102.48
50,12,103.59
51,12,101.75
52,12,102.69
53,12,100.39
54,12,101.57
55,12,102.45
56,12,101.6
57,12,101.9
58,12,99.14
59,12,99.68
60,12,99.6
61,12,100.08
1,13,103.7
2,13,100.43
3,13,99.02
4,13,102.57
5,13,104.39
6,13,99.39
7,13,106.1
8,13,103.24
9,13,104.75
10,13,105.91
11,13,105.22
12,13,103.37
13,13,106.36
14,13,104.77
15,13,106.79
16,13,107.35
17,13,103.11
18,13,107.23
19,13,105.61
20,13,106.57
21,13,106.85
22,13,107.06
23,13,110.2
24,13,104.65
25,13,104.15
26,13,103.9
27,13,110.04
28,13,106.45
29,13,108.33
30,13,107.85
31,13,106.29
32,13,109.7
33,13,107.65
34,13,107.29
35,13,108.06
36,13,108.83
37,13,105.23
38,13,108.63
39,13,109.5
40,13,103.44
41,13,106.53
42,13,105.03
43,13,106.69
44,13,102.52
45,13,107.86
46,13,101.05
47,13,103.44
48,13,104.46
49,13,101.9
50,13,101.29
51,13,103.13
52,13,102.57
53,13,102.17
54,13,103.63
55,13,100.9
56,13,102.13
57,13,100.29
58,13,99.44
59,13,100.42
60,13,99.85
61,13,99.83
1,14,103.46
2,14,100.79
3,14,100.17
4,14,101.76
5,14,102.14
6,14,99.81
7,14,101.86
8,14,102.07
9,14,102.72
10,14,104.85
11,14,104.01
12,14,106.56
13,14,104.46
14,14,108.42
15,14,104.34
16,14,104.11
17,14,107.14
18,14,109.16
19,14,104.06
20,14,106.79
21,14,106.31
22,14,108.15
23,14,108.18
24,14,111.12
25,14,108.45
26,14,111.61
27,14,108.39
28,14,110.99
29,14,109.66
30,14,112.69
31,14,106.25
32,14,106.81
33,14,112.68
34,14,107.4
35,14,107.33
36,14,106.68
37,14,110.46
38,14,105.35
39,14,107.58
40,14,106.65
41,14,108.89
42,14,105.31
43,14,106.88
44,14,103.31
45,14,109.8
46,14,104.39
47,14,104.5
48,14,107.41
49,14,102.57
50,14,106.73
51,14,102.24
52,14,104.09
53,14,101.31
54,14,99.47
55,14,102.76
56,14,102.98
57,14,98.86
58,14,100.69
59,14,103.53
60,14,102.17
61,14,100.04
1,15,100.09
2,15,105.37
3,15,98.8
4,15,101.82
5,15,99.27
6,15,105.11
7,15,102.78
8,15,103.48
9,15,109.02
10,15,102.67
11,15,107.75
12,15,103.88
13,15,104.62
14,15,110.8
15,15,105.65
16,15,103.67
17,15,107.43
18,15,106.97
19,15,108.48
20,15,107.9
21,15,112.99
22,15,110.04
23,15,107.12
24,15,109.83
25,15,108.25
26,15,109.57
27,15,108.43
28,15,114.59
29,15,109.07
30,15,111.86
31,15,109.81
32,15,108.06
33,15,110.64
34,15,110.87
35,15,110.96
36,15,104.33
37,15,106.8
38,15,110.85
39,15,106.71
40,15,108.57
41,15,105.23
42,15,108.78
43,15,108.73
44,15,107.88
45,15,108.04
46,15,108.65
47,15,102.74
48,15,103.09
49,15,106.05
50,15,106.12
51,15,102.13
52,15,101.64
53,15,101.49
54,15,99.27
55,15,99.65
56,15,99.44
57,15,101.11
58,15,102.02
59,15,102.15
60,15,100.09
61,15,99.98
1,16,101.69
2,16,98.68
3,16,103.83
4,16,104.76
5,16,101.23
6,16,102.01
7,16,105.64
8,16,103.29
9,16,105.11
10,16,104.17
11,16,107.92
12,16,106.25
13,16,106.85
14,16,107.38
15,16,105.64
16,16,106.33
17,16,109.3
18,16,108.52
19,16,106.4
20,16,112.97
21,16,111.63
22,16,110.17
23,16,109.93
24,16,111.22
25,16,112.16
26,16,107.32
27,16,115.81
28,16,110.15
29,16,111.81
30,16,111.92
31,16,115.81
32,16,111.55
33,16,114.76
34,16,112.2
35,16,109.2
36,16,111.1
37,16,110.24
38,16,107.93
39,16,110.39
40,16,109.27
41,16,109.87
42,16,108.65
43,16,106.46
44,16,108.79
45,16,105.5
46,16,100.05
47,16,106.01
48,16,104.16
49,16,105.57
50,16,108.36
51,16,107.99
52,16,103.2
53,16,101.5
54,16,103.98
55,16,101.74
56,16,102.97
57,16,100.59
58,16,102.17
59,16,99.82
60,16,103.62
61,16,99.89
1,17,102.95
2,17,99.35
3,17,103.72
4,17,100.53
5,17,103.32
6,17,105.2
7,17,103.15
8,17,101.91
9,17,105.42
10,17,103.22
11,17,104.59
12,17,106.46
13,17,109.19
14,17,107.08
15,17,107.64
16,17,109.64
17,17,108.83
18,17,110.57
19,17,112.0
20,17,109.72
21,17,104.33
22,17,109.72
23,17,114.2
24,17,112.11
25,17,111.84
26,17,115.13
27,17,112.82
28,17,109.01
29,17,110.28
30,17,114.16
31,17,113.16
32,17,116.1
33,17,111.56
34,17,112.18
35,17,110.75
36,17,111.14
37,17,108.0
38,17,110.58
39,17,110.78
40,17,110.1
41,17,114.14
42,17,112.96
43,17,107.23
44,17,104.07
45,17,107.39
46,17,107.78
47,17,104.75
48,17,104.31
49,17,108.57
50,17,104.39
51,17,105.75
52,17,102.11
53,17,103.44
54,17,102.48
55,17,101.44
56,17,104.77
57,17,99.38
58,17,102.48
59,17,100.92
60,17,102.23
61,17,100.52
1,18,103.56
2,18,100.22
3,18,104.72
4,18,102.69
5,18,100.47
6,18,104.89
7,18,103.58
8,18,101.03
9,18,105.62
10,18,107.5
11,18,108.61
12,18,105.88
13,18,107.53
14,18,107.96
15,18,111.47
16,18,107.51
17,18,108.84
18,18,108.73
19,18,108.12
20,18,112.11
21,18,115.38
22,18,112.31
23,18,111.43
24,18,114.0
25,18,115.18
26,18,114.01
27,18,117.39
28,18,113.14
29,18,114.3
30,18,115.5
31,18,115.66
32,18,114.86
33,18,112.02
34,18,119.0
35,18,113.53
36,18,113.85
37,18,114.42
38,18,111.43
39,18,112.29
40,18,110.26
41,18,111.85
42,18,109.85
43,18,110.31
44,18,107.04
45,18,106.84
46,18,105.13
47,18,105.82
48,18,101.49
49,18,105.43
50,18,104.42
51,18,105.25
52,18,104.54
53,18,106.49
54,18,108.72
55,18,105.4
56,18,101.84
57,18,101.42
58,18,103.84
59,18,98.45
60,18,100.94
61,18,100.87
1,19,103.2
2,19,103.57
3,19,101.19
4,19,102.23
5,19,104.37
6,19,102.34
7,19,106.84
8,19,106.17
9,19,105.86
10,19,106.89
11,19,105.8
12,19,106.13
13,19,107.21
14,19,109.75
15,19,109.86
16,19,109.33
17,19,112.38
18,19,111.23
19,19,110.88
20,19,113.44
21,19,111.53
22,19,110.77
23,19,114.68
24,19,113.86
25,19,115.09
26,19,114.02
27,19,118.65
28,19,115.11
29,19,115.7
30,19,117.36
31,19,113.81
32,19,113.54
33,19,116.99
34,19,115.06
35,19,113.79
36,19,116.38
37,19,113.06
38,19,113.6
39,19,111.77
40,19,113.54
41,19,114.93
42,19,107.86
43,19,111.11
44,19,111.88
45,19,108.62
46,19,106.49
47,19,108.9
48,19,109.39
49,19,108.51
50,19,106.84
51,19,105.71
52,19,103.15
53,19,106.15
54,19,105.55
55,19,101.2
56,19,103.79
57,19,103.99
58,19,104.1
59,19,101.88
60,19,100.03
61,19,100.5
1,20,100.23
2,20,102.49
3,20,102.48
4,20,107.68
5,20,105.64
6,20,106.3
7,20,105.84
8,20,104.75
9,20,105.56
10,20,106.4
11,20,107.84
12,20,108.96
13,20,108.93
14,20,109.12
15,20,109.29
16,20,108.48
17,20,114.62
18,20,117.24
19,20,115.99
20,20,111.81
21,20,116.6
22,20,117.72
23,20,115.47
24,20,117.79
25,20,116.37
26,20,120.73
27,20,118.72
28,20,116.38
29,20,119.69
30,20,120.51
31,20,118.74
32,20,119.17
33,20,117.85
34,20,115.4
35,20,116.98
36,20,117.86
37,20,116.02
38,20,117.28
39,20,114.24
40,20,113.67
41,20,115.25
42,20,113.28
43,20,111.23
44,20,113.34
45,20,109.1
46,20,108.25
47,20,103.27
48,20,107.07
49,20,110.08
50,20,102.62
51,20,104.2
52,20,106.36
53,20,100.41
54,20,103.34
55,20,106.14
56,20,107.48
57,20,103.55
58,20,100.74
59,20,100.33
60,20,102.23
61,20,102.23
1,21,106.19
2,21,104.8
3,21,103.45
4,21,103.07
5,21,110.28
6,21,106.06
7,21,104.07
8,21,105.6
9,21,104.98
10,21,102.65
11,21,108.85
12,21,112.59
13,21,106.58
14,21,110.8
15,21,110.14
16,21,113.47
17,21,112.95
18,21,111.43
19,21,113.02
20,21,114.13
21,21,119.25
22,21,119.87
23,21,117.32
24,21,120.99
25,21,118.7
26,21,118.83
27,21,119.94
28,21,120.65
29,21,119.12
30,21,120.32
31,21,121.8
32,21,120.34
33,21,119.91
34,21,120.47
35,21,120.38
36,21,118.41
37,21,116.99
38,21,117.66
39,21,113.37
40,21,115.37
41,21,110.04
42,21,110.8
43,21,109.64
44,21,114.52
45,21,111.58
46,21,108.17
47,21,110.83
48,21,111.0
49,21,109.24
50,21,107.08
51,21,107.2
52,21,107.85
53,21,104.46
54,21,104.86
55,21,103.74
56,21,100.51
57,21,105.11
58,21,106.97
59,21,100.73
60,21,104.06
61,21,100.15
1,22,102.98
2,22,106.15
3,22,102.55
4,22,104.07
5,22,101.06
6,22,103.94
7,22,102.11
8,22,107.49
9,22,109.05
10,22,107.74
11,22,109.59
12,22,109.24
13,22,112.28
14,22,111.99
15,22,108.7
16,22,115.51
17,22,113.8
18,22,112.98
19,22,115.56
20,22,113.52
21,22,115.67
22,22,119.24
23,22,120.13
24,22,120.94
25,22,120.9
26,22,119.99
27,22,121.64
28,22,121.15
29,22,118.94
30,22,120.7
31,22,123.97
32,22,125.2
33,22,123.05
34,22,124.46
35,22,121.07
36,22,123.81
37,22,123.79
38,22,115.49
39,22,118.61
40,22,117.5
41,22,115.59
42,22,116.5
43,22,114.66
44,22,112.16
45,22,112.62
46,22,114.14
47,22,111.16
48,22,111.15
49,22,108.47
50,22,109.09
51,22,104.97
52,22,105.63
53,22,105.72
54,22,102.72
55,22,103.0
56,22,104.73
57,22,103.85
58,22,104.75
59,22,101.52
60,22,102.46
61,22,100.67
1,23,104.38
2,23,105.8
3,23,104.89
4,23,106.6
5,23,105.15
6,23,107.36
7,23,106.62
8,23,105.19
9,23,108.55
10,23,106.94
11,23,114.52
12,23,110.13
13,23,113.08
14,23,112.78
15,23,111.37
16,23,111.08
17,23,117.41
18,23,120.04
19,23,116.47
20,23,115.59
21,23,119.18
22,23,118.81
23,23,120.18
24,23,123.41
25,23,122.71
26,23,121.67
27,23,124.91
28,23,125.37
29,23,123.54
30,23,124.55
31,23,125.26
32,23,124.89
33,23,123.82
34,23,126.19
35,23,123.97
36,23,121.29
37,23,120.59
38,23,119.57
39,23,121.09
40,23,117.66
41,23,117.09
42,23,119.05
43,23,116.29
44,23,117.27
45,23,115.43
46,23,110.45
47,23,111.58
48,23,112.78
49,23,107.4
50,23,109.77
51,23,107.98
52,23,103.73
53,23,106.71
54,23,104.08
55,23,102.75
56,23,104.5
57,23,100.06
58,23,102.07
59,23,108.07
60,23,103.86
61,23,100.43
1,24,106.03
2,24,101.73
3,24,103.15
4,24,102.57
5,24,106.04
6,24,108.98
7,24,105.03
8,24,103.74
9,24,110.94
10,24,112.81
11,24,106.7
12,24,112.65
13,24,113.25
14,24,112.33
15,24,112.23
16,24,118.14
17,24,117.64
18,24,118.9
19,24,118.24
20,24,118.93
21,24,116.62
22,24,122.01
23,24,126.2
24,24,122.31
25,24,121.72
26,24,126.2
27,24,127.02
28,24,124.93
29,24,125.6
30,24,126.89
31,24,125.99
32,24,128.1
33,24,130.65
34,24,121.91
35,24,127.23
36,24,124.31
37,24,126.1
38,24,123.92
39,24,121.65
40,24,122.05
41,24,118.69
42,24,116.85
43,24,118.9
44,24,114.46
45,24,116.31
46,24,113.96
47,24,108.14
48,24,110.58
49,24,111.36
50,24,108.89
51,24,103.66
52,24,110.5
53,24,107.36
54,24,107.13
55,24,104.58
56,24,105.93
57,24,107.93
58,24,102.24
59,24,106.55
60,24,103.58
61,24,100.65
1,25,107.9
2,25,104.8
3,25,105.96
4,25,104.72
5,25,104.38
6,25,107.09
7,25,110.75
8,25,107.88
9,25,109.41
10,25,113.39
11,25,110.95
12,25,113.69
13,25,115.59
14,25,114.63
15,25,116.85
16,25,118.78
17,25,117.87
18,25,121.51
19,25,119.96
20,25,120.84
21,25,120.21
22,25,123.27
23,25,123.57
24,25,125.24
25,25,127.99
26,25,123.92
27,25,123.91
28,25,126.71
29,25,129.34
30,25,129.07
31,25,126.89
32,25,130.54
33,25,126.54
34,25,128.3
35,25,126.04
36,25,124.3
37,25,123.99
38,25,125.74
39,25,123.99
40,25,124.12
41,25,121.77
42,25,116.65
43,25,122.9
44,25,118.2
45,25,117.26
46,25,114.27
47,25,116.06
48,25,110.49
49,25,112.77
50,25,106.32
51,25,110.81
52,25,106.34
53,25,108.15
54,25,109.46
55,25,107.62
56,25,107.71
57,25,106.85
58,25,102.96
59,25,104.68
60,25,99.55
61,25,101.2
1,26,106.53
2,26,103.54
3,26,101.21
4,26,109.68
5,26,107.55
6,26,108.79
7,26,106.2
8,26,109.7
9,26,110.69
10,26,109.63
11,26,112.08
12,26,110.63
13,26,114.18
14,26,118.1
15,26,115.96
16,26,122.58
17,26,117.2
18,26,120.85
19,26,121.32
20,26,123.5
21,26,127.76
22,26,124.13
23,26,126.2
24,26,129.3
25,26,128.96
26,26,129.78
27,26,128.02
28,26,130.18
29,26,132.82
30,26,127.41
31,26,129.16
32,26,126.7
33,26,131.02
34,26,131.88
35,26,128.41
36,26,125.98
37,26,125.15
38,26,125.51
39,26,124.41
40,26,125.68
41,26,121.3
42,26,122.24
43,26,119.47
44,26,117.28
45,26,116.79
46,26,116.82
47,26,116.7
48,26,113.12
49,26,110.01
50,26,113.27
51,26,108.37
52,26,109.66
53,26,108.11
54,26,106.94
55,26,105.45
56,26,106.89
57,26,97.79
58,26,106.59
59,26,101.92
60,26,104.04
61,26,103.48
1,27,106.55
2,27,105.01
3,27,103.64
4,27,102.84
5,27,106.17
6,27,103.85
7,27,107.48
8,27,109.19
9,27,109.5
10,27,112.14
11,27,112.82
12,27,113.92
13,27,111.06
14,27,114.69
15,27,119.96
16,27,121.68
17,27,117.8
18,27,121.23
19,27,126.36
20,27,124.09
21,27,126.54
22,27,130.81
23,27,128.27
24,27,128.94
25,27,130.47
26,27,135.19
27,27,132.93
28,27,132.48
29,27,131.64
30,27,133.85
31,27,134.01
32,27,130.3
33,27,133.41
34,27,131.18
35,27,130.83
36,27,128.18
37,27,128.19
38,27,125.86
39,27,124.61
40,27,126.28
41,27,123.51
42,27,120.26
43,27,125.83
44,27,117.83
45,27,120.86
46,27,114.33
47,27,116.82
48,27,114.08
49,27,112.03
50,27,112.45
51,27,111.01
52,27,108.15
53,27,107.02
54,27,104.62
55,27,107.48
56,27,103.54
57,27,105.3
58,27,105.8
59,27,104.42
60,27,102.01
61,27,104.78
1,28,103.45
2,28,102.25
3,28,105.07
4,28,107.61
5,28,105.96
6,28,110.02
7,28,107.75
8,28,109.13
9,28,109.49
10,28,114.2
11,28,114.04
12,28,113.56
13,28,116.14
14,28,112.25
15,28,121.43
16,28,121.03
17,28,118.05
18,28,121.42
19,28,124.93
20,28,124.54
21,28,130.08
22,28,130.56
23,28,131.58
24,28,126.67
25,28,131.72
26,28,132.12
27,28,132.2
28,28,133.71
29,28,132.54
30,28,135.31
31,28,136.33
32,28,135.9
33,28,133.83
34,28,137.51
35,28,135.05
36,28,131.68
37,28,129.9
38,28,132.4
39,28,130.5
40,28,124.35
41,28,127.95
42,28,124.03
43,28,121.14
44,28,117.41
45,28,119.34
46,28,118.37
47,28,120.11
48,28,117.43
49,28,112.98
50,28,113.61
51,28,113.24
52,28,110.57
53,28,108.12
54,28,107.2
55,28,108.08
56,28,107.26
57,28,105.05
58,28,99.68
59,28,101.68
60,28,104.92
61,28,98.9
1,29,106.88
2,29,107.28
3,29,106.05
4,29,108.01
5,29,108.8
6,29,108.52
7,29,107.1
8,29,112.95
9,29,115.08
10,29,111.18
11,29,112.16
12,29,116.16
13,29,116.69
14,29,119.77
15,29,123.47
16,29,118.14
17,29,127.38
18,29,124.96
19,29,128.33
20,29,130.01
21,29,131.65
22,29,131.61
23,29,133.28
24,29,134.35
25,29,133.45
26,29,131.98
27,29,133.69
28,29,136.37
29,29,135.28
30,29,135.38
31,29,140.45
32,29,138.3
33,29,135.62
34,29,136.84
35,29,133.87
36,29,133.99
37,29,133.57
38,29,130.65
39,29,128.8
40,29,131.22
