time,co2
157,320.7906946413388
158,320.5405670178951
159,320.84007559329245
160,322.0127753384827
161,320.81851681666626
162,321.206568417696
163,321.32760900902986
164,322.57527569092105
165,322.68961464051716
166,323.55641691169615
167,323.04456299084654
168,322.81604804255454
169,323.07089743643905
170,323.1369803315247
171,322.2069448156141
172,324.32021455022374
173,323.10630358601054
174,322.7939557516923
175,322.80311423665256
176,322.62407346501567
177,321.94391749744227
178,321.41854894801094
179,321.73354000428844
180,321.3108024131284
181,320.38666499122127
182,321.1695178056836
183,320.2750659773955
184,320.16696268827116
185,320.1821457827124
186,319.1967748944511
187,319.0642817632986
188,319.05564564453067
189,318.0620372135867
190,318.258074233742
191,318.13640621636597
192,317.476921996102
193,319.03599294205884
194,317.1382266559596
195,317.2009480481564
196,318.55898666555765
197,318.3538076731201
198,317.62196886320334
199,318.6172764305913
200,319.2649736248177
201,318.76933622668815
202,320.3700434753149
203,318.52377485437245
204,320.07274221079825
205,320.66944950698286
206,320.90772495794
207,320.7462120959112
208,321.09477925899444
209,321.8536826263096
210,322.4258242361887
211,322.69505137926876
212,323.274198461528
213,322.5847592616601
214,323.29548248516056
215,323.2255242784514
216,323.7558952096379
217,324.6739785228668
218,324.3990406884189
219,325.7862550338531
220,324.67482980588903
221,324.65984594028987
222,324.6912180820143
223,324.2839211058482
224,324.49613042186746
225,324.9702620905154
226,324.30593693174484
227,323.65880237957157
228,323.36682566448303
229,323.34909329436056
230,323.3311012333367
231,323.5906079288657
232,322.00770267217945
233,322.1916969018216
234,322.09215500971754
235,320.7715370754193
236,320.94525386565414
237,320.7062410690043
238,320.34784529694343
239,320.5617505323174
240,320.13035222052673
241,319.7068247041862
242,320.0050297155953
243,320.4951692818635
244,320.3345795303146
245,318.47578866169073
246,319.69040946962343
247,319.3209883549681
248,319.5394510491385
249,319.3580330309506
250,319.75374558688736
251,319.9493356210764
252,319.80157252364455
253,319.8962839815741
254,320.4062841839679
255,321.0629353920349
256,321.58532865471085
257,322.07285982754246
258,321.77495799560387
259,322.55031224288535
260,323.2812512959767
261,323.77440748833806
262,323.5485305657969
263,323.84334879865776
264,324.4097316330495
265,324.0793405037448
266,324.8725632192046
267,325.6278254437498
268,325.82992516240284
269,325.59123427477766
270,326.0139078285999
271,325.6305002821328
272,326.4898726964067
273,326.1510892819318
274,326.0601508964461
275,325.98196353423145
276,326.05360179460627
277,325.74242925449363
278,326.13802311568224
279,325.4178904705052
280,326.185850022736
281,325.86679949193416
282,324.408397771204
283,324.58866679584224
284,323.91261868219453
285,323.74828625917166
286,324.5812137338224
287,323.0946042506761
288,323.102166025676
289,322.87684598587657
290,321.8055157976271
291,321.598258022602
292,321.16762083957354
293,321.1014823885378
294,319.9260333476604
295,321.4659231234372
296,322.1020481925718
297,321.0710849172401
298,320.25373894803556
299,320.6486118085501
300,320.79243495519336
301,320.6083821591151
302,321.6850425911413
303,321.83876194522804
304,321.0733225054102
305,322.26700827771043
306,322.9540383570663
307,323.45708486242125
308,324.2784364954117
309,322.7551890141508
310,324.99416322033494
311,323.7912867649796
312,324.06376727230975
313,324.9151462282049
314,324.84691632581615
315,325.71333673145085
316,325.2141309222627
317,326.09481793916177
318,327.1721590919032
319,326.7870015987977
320,327.13974949105096
321,327.52399737931825
322,328.0503795427151
323,326.7752130961834
324,327.9903886482129
325,327.61593043037914
326,327.84144556995005
327,328.2528005371593
328,327.0479554023503
329,327.0200458562381
330,326.40123661782405
331,326.90095277363145
332,327.61458414691174
333,326.63390064595677
334,325.7441070683039
335,325.8709752888401
336,325.05401614111736
337,324.9090169899004
338,325.33440945513183
339,324.221453296081
340,325.038370159739
341,324.13062519345726
342,323.90862783584095
343,323.4466192760026
344,323.7170559445495
345,323.49604769937525
346,323.0785755782751
347,323.0360264759942
348,322.52890643698356
349,322.8282760511764
350,322.35293448996896
351,322.5311158110812
352,322.4445515030227
353,322.4485652780622
354,322.47039537308285
355,323.22747697496976
356,323.86635135872575
357,324.0500187413215
358,323.1223493573049
359,324.7104072855099
360,324.24675123305974
361,325.0665518464452
362,324.68894534111377
363,325.599379916171
364,326.07686159144845
365,325.56930764480614
366,327.00208057603476
367,327.74678216504674
368,327.3468455432905
369,328.4542783056075
370,327.9945212279962
371,328.8003245100366
372,327.51966661470544
373,330.05575696661634
374,329.77277785067776
375,329.0205127001513
376,328.2720821089722
377,329.45401418415275
378,328.59616384875727
379,329.50525222105694
380,329.41083158763837
381,328.6156664924586
382,329.48943510948817
383,329.1383195959164
384,328.99727964336665
385,328.25862309202796
386,327.2664074826745
387,328.1627507972332
388,327.22276129329475
389,326.3367199691697
390,327.37601968298713
391,327.4180937194853
392,326.02142894264773
393,326.8057459161741
394,325.4714878481744
395,324.9555778077234
396,324.5754027981849
397,325.4830089594831
398,324.08097646162514
399,324.68126657802793
400,323.91536935441417
401,323.88702116643464
402,324.59699822469065
403,323.8999815768553
404,323.9394756879957
405,324.8035768963092
406,325.1736499185546
407,324.8759768246825
408,324.443663514507
409,324.76916350583787
410,325.3505896571477
411,325.7862707907693
412,325.47189752879876
413,326.6877043086623
414,326.74480967195717
415,326.23053579991495
416,327.01553675876966
417,327.61954570394016
418,328.22151814844216
419,329.5784540588796
420,329.1132551692012
421,328.91380829524417
422,329.75968337687596
423,329.75948837078636
424,330.3513307174478
425,330.6966519204774
426,331.1896640516682
427,330.7106822044432
428,331.63760688609403
429,331.3240113312681
430,330.52440684988807
431,331.9477532851524
432,330.92854598469125
433,330.2288058249735
434,331.31540812329615
435,331.3344210371125
436,330.05285534286264
437,329.5623691100057
438,329.4479820374044
439,329.59118052488645
440,329.5568753203779
441,328.8768537061978
442,328.31086160423587
443,328.67739584438624
444,327.44563477061155
445,327.80164500805586
446,326.8417990846931
447,326.92131723881204
448,326.3938507428824
449,326.19654166416035
450,325.8423551435879
451,326.5460589386307
452,325.3884882528895
453,325.30705842144744
454,326.7023701606284
455,326.13892378232714
456,324.5093165283593
457,325.5145451781166
458,325.0289566031627
459,325.63828657633275
460,324.761791069202
461,326.5159729666397
462,326.299661115697
463,327.21575838820473
464,326.7132698544275
465,327.92764126545836
466,328.0545948680772
467,329.3993664418283
468,329.74567843087283
469,329.82428284227103
470,329.6546401025321
471,331.18650485875776
472,329.7776518772114
473,330.19241492541164
474,331.1674764247779
475,332.62255129897386
476,331.6477821442459
477,331.87474545535497
478,331.4240935500003
479,332.7557902449133
480,332.8547147494588
481,332.82453760069995
482,332.12351628587044
483,332.0494720680917
484,331.67848760285375
485,332.24830432784006
486,331.5087479330417
487,331.26682399188866
488,331.41752261626704
489,331.1296161526014
490,330.8251802517203
491,331.02703695954773
492,330.5174708939378
493,330.00753202551044
494,329.9115064641557
495,328.9926264386817
496,329.2146923190922
497,328.92148658529476
498,327.79430705418997
499,328.7636526369917
500,327.56991517266414
501,327.8296226550899
502,328.17325427258663
503,327.8964703018973
504,327.33211796622817
505,327.05592504628083
506,327.67562933199366
507,327.5473474889043
508,326.95269086768377
509,326.95972772422095
510,326.45877368109575
511,327.7506478438821
512,327.8496995298098
513,328.71256344280795
514,328.61015957201784
515,329.41292035689287
516,328.7371483699106
517,330.0152605043562
518,329.557594817585
519,330.5971879901301
520,329.87062080373465
521,331.1091776904491
522,330.3856030221397
523,331.62024591815674
524,332.3343465130703
525,332.19370996457786
526,332.24414916034436
527,333.47859147916125
528,333.2572202027575
529,333.2815827534443
530,333.72599668863336
531,335.16116002325094
532,334.5148780471849
533,334.57128683409394
534,334.2158997817903
535,334.04606808856676
536,332.68700758389105
537,333.42687790372804
538,333.36866439107973
539,332.47808621248953
540,332.6106600796147
541,331.9437760047322
542,332.63500759828264
543,332.76319764655204
544,332.5913342521748
545,331.91900227180565
546,330.89830182940074
547,330.08235737997404
548,329.8436186574366
549,329.7716940502452
550,329.6614006348508
551,329.7459315108107
552,329.06354991621413
553,329.5139557023208
554,329.0349116509193
555,328.99890477891086
556,329.44507654827936
557,328.2070586806216
558,328.97122566685204
559,328.76301338576195
560,328.655130237221
561,329.3598027081548
562,329.49445834922227
563,328.76038652504616
564,329.35996811039007
565,329.8450735967787
566,329.85412865126636
567,330.59831642595043
568,330.78642649282386
569,331.9224659590503
570,330.6169134391725
571,331.7071719643603
572,331.7057487442439
573,332.8536637684855
574,332.1293610478399
575,333.48697101624003
576,333.3591453004571
577,333.647113307133
578,333.606118872952
579,334.3829942714128
580,335.41120186282643
581,335.0737737351949
582,335.57888893699345
583,336.23514636326126
584,335.6300044147054
585,335.27060021396886
586,335.79175272988556
587,335.250677379121
588,335.19283738640763
589,334.5664216771502
590,335.63208034322315
591,334.7825309566886
592,334.8404170976303
593,333.9762132758902
594,334.432143330989
595,333.53284404206005
596,333.52709263201183
597,333.71052305638557
598,333.3353796561163
599,332.5973749229756
600,331.397987490784
601,333.4625906239027
602,332.5387599690053
603,331.7471431722507
604,330.75403013448215
605,330.8476716746357
606,330.43933818743085
607,331.18555989258857
608,330.56620271736966
609,329.96509261854186
610,330.0864958281435
611,330.8905940712849
612,331.1819223011161
613,331.24134032946495
614,330.99346730447076
615,330.667319488639
616,329.3902914896545
617,331.4130477673908
618,331.5497176458556
619,331.93579680796717
620,332.23277915738527
621,331.90305425789785
622,333.22075728556297
623,333.64449811624996
624,334.06116939102986
625,334.58489854255265
626,334.79997281532343
627,334.66879995535817
628,335.1987510921732
629,335.6197566738201
630,335.94321769927564
631,336.6746410724992
632,336.7507859741922
633,337.6850397967446
634,337.92828321799857
635,337.0026502435851
636,335.13979884806446
637,337.7284162330636
638,336.84793845280063
639,336.6820834913627
640,336.80582609056154
641,336.6630465535523
642,337.0350865027337
643,335.7558143549502
644,335.77050760182664
645,336.2257735172922
646,336.085641531338
647,335.7945854835956
648,334.764428853396
649,334.34247721613286
650,334.2466825831061
651,334.2883263353763
652,334.5847916917736
653,332.50246674598696
654,333.1154661053895
655,332.2794665392939
656,331.8645106866009
657,332.9479460781591
658,332.5433606895687
659,332.338348681014
660,332.45546419180926
661,331.6773150993387
662,331.6655546195391
663,332.9828653083613
664,331.8185878505761
665,332.40474060424884
666,332.1781420424254
667,331.4295026580011
668,331.5487339004185
669,332.53497564551674
670,333.6386826511127
671,333.8199515881245
672,334.2228690659808
673,333.6326622494042
674,335.3099892521985
675,334.40594330914087
676,335.386412199335
677,335.66643389581213
678,335.97101008270533
679,337.1031107302754
680,336.4416142560483
681,336.45939161233747
682,337.45936571782556
683,337.53561887737004
684,339.67764305722227
685,338.5446218151796
686,338.18037844044693
687,337.9947696676846
688,337.67798241700973
689,338.1573904571313
690,338.7355975081737
691,339.3564897780755
692,339.1258932992502
693,338.5609154927829
694,338.1273677648297
695,338.2299384227194
696,337.61004897598013
697,338.4733762380754
698,337.23957442549374
699,336.9906457320043
700,335.6100357803524
701,336.2938926175046
702,336.47824206898247
703,335.19452867071476
704,335.026692839891
705,335.4825408477392
706,334.0475018721097
707,335.0347062635775
708,333.9845600801911
709,333.8301836452411
710,333.2691091997563
711,333.86265505325434
712,334.78488726445846
713,333.86792316745215
714,333.0097307467356
715,334.0178102927457
716,333.34353360473875
717,334.2844170384356
718,334.13828947302596
719,332.44206114030453
720,333.6290085858415
721,334.8566603669044
722,334.7464606613501
723,334.4739277859526
724,335.0090357261218
725,334.73306702882763
726,336.0178663633741
727,337.5537348222419
728,337.24246669536615
729,338.3268185413601
730,338.0591455377576
731,338.5075543328039
732,339.3412088600038
733,338.8828258698646
734,338.91575431396893
735,339.81186100282434
736,340.27587171624185
737,339.52638575560354
738,339.58426418688623
739,340.1522534684936
740,340.59387605575995
741,340.6290455243308
742,339.52604282220034
743,341.15862848580986
744,339.8044662633578
745,339.87383557851535
746,339.3976244176871
747,341.0046966624819
748,339.55040330986634
749,338.74870669985273
750,339.3261312911126
751,338.9783825507826
752,338.1840834810727
753,338.37191339715764
754,337.20735401958456
755,337.0419308217594
756,335.9569446798543
757,335.9842097967626
758,337.24964588670406
759,336.88652007366767
760,335.84352634960214
761,336.4159334790816
762,335.31101115901487
763,335.11192677175643
764,335.1432065961765
765,334.97471375006006
766,334.89427521592575
767,335.58169905357477
768,335.136941204684
769,335.51341542993873
770,335.81064153458243
771,335.66772482086776
772,335.2059127393649
773,335.26803481100467
774,336.3050223426813
775,336.4601776073941
776,336.92952619832874
777,337.23815831924804
778,338.9138398372206
779,337.34327683141333
780,337.4050268650894
781,338.95779845752577
782,338.98973571556854
783,339.7118485959926
784,340.20611102727327
785,340.89624658778297
786,339.8157550645304
787,340.5771732955847
788,341.3233322271213
789,341.7115998748033
790,342.60177350320043
791,342.12067743783507
792,341.709732324351
793,341.3447821235287
794,341.5159816959346
795,341.46647404079965
796,342.01266554231313
797,341.69486679975256
798,340.74712681225986
799,340.9975815099681
800,341.4281417514481
801,340.9100254176805
802,340.7384918241377
803,340.3452755161562
804,340.6511623601671
805,339.62963157267814
806,338.98698860106464
807,338.3905124386672
808,338.6468577362422
809,336.98583333148486
810,337.8136859829524
811,337.52288582984585
812,336.688396598469
813,336.6803348361587
814,337.35587716739315
815,336.9089877975779
816,336.7258454387974
817,336.75034831468787
818,336.6081871716803
819,337.1914312814292
820,336.6835879685577
821,335.98806799081245
822,337.670016254381
823,337.21880205670476
824,336.9564215369215
825,336.8777668963392
826,337.9885891357566
827,338.04721975731934
828,339.23290387688485
829,338.633231698539
830,338.7633626122961
831,340.01628806835197
832,340.42264094635846
833,340.4359357245711
834,341.0761255167001
835,341.0949711007565
836,341.59110206663587
837,342.3966896814754
838,342.4420271417331
839,342.33089502534693
840,343.345132870644
841,341.70394039056384
842,344.0910853837672
843,342.3498459048328
844,342.984580209908
845,343.3295412324025
846,343.2848862869301
847,343.82603097229145
848,342.7161304187511
849,343.25675148570116
850,342.6798455485711
851,342.92310273418195
852,342.5169818448235
853,342.34066206653495
854,341.7392070998991
855,341.45878268607953
856,341.5415832498764
857,341.54346779364397
858,340.4408603329011
859,339.9740061869476
860,340.3887830899733
861,339.7499333923436
862,339.88107955086167
863,338.73290715312095
864,338.04091256256595
865,338.4379657145735
866,338.1278720976865
867,338.31423772300025
868,337.9165286648086
869,338.52768302339
870,337.9777982464946
871,338.2052372493869
872,338.26069065692633
873,338.3746520939279
874,338.4028867167163
875,338.8489322682455
876,338.4132208354061
877,339.76417671881364
878,339.23236333359336
879,339.01003119085715
880,340.0998671623646
881,339.9405950976486
882,341.0747202743917
883,342.2331927472552
884,341.12671395422103
885,342.07779620737796
886,341.42019419851033
887,342.9007672758483
888,342.59131261623145
889,343.0617769309762
890,343.13872472980245
891,344.3416078575407
892,344.7326037764176
893,344.4580606842889
894,344.19283537538837
895,345.5575869703301
896,344.4829215584168
897,343.8289838500363
898,345.1473211272727
899,344.33043811545747
900,345.29935312480586
901,344.49579922862296
902,344.83080821795306
903,345.0362824177894
904,343.504938542412
905,343.57122567474727
906,343.53633397980275
907,344.04259032064476
908,342.6287556338925
909,342.33435819279146
910,342.5390702877779
911,341.6797755963787
912,341.71831594858617
913,340.55041662838835
914,342.132995455147
915,340.07195114465185
916,340.32975567328253
917,340.24822723756563
918,341.02739246949744
919,339.251209032574
920,340.78680333968316
921,340.09576295827287
922,339.8904210399175
923,339.197683156491
924,340.0274439987249
925,339.47543123651195
926,340.60828189854294
927,339.66810090848645
928,340.31446915509093
929,340.3468312114801
930,340.41687054406407
931,341.59646566826046
932,341.8335598575735
933,342.5306904383229
934,341.41211545303315
935,343.22047531040454
936,344.3327244526784
937,343.24578949617745
938,344.8055212989171
939,344.10223402509774
940,343.90796464735064
941,344.78137801899004
942,345.77346995856
943,345.11644400334757
944,345.48878226817766
945,346.3031377931062
946,346.1865787864255
947,346.61513692852157
948,346.5370413926733
949,346.7098126597758
950,346.26197602938936
951,346.55869092329334
952,345.9013622252083
953,346.89058488821127
954,345.7718142392723
955,346.45995598828796
956,345.552564494231
957,345.5151937455721
958,344.886687240686
959,344.32581694554364
960,343.6455667990601
961,343.6639479614697
962,343.69804557339205
963,343.6343295486485
964,343.70724266377897
965,342.663306608974
966,342.14485010173513
967,341.5844483668052
968,342.29066383422963
969,342.5160650131514
970,342.2642135362972
971,341.828598297114
972,341.67422293057757
973,342.12598643757656
974,341.4079141084143
975,341.5730648380121
976,341.14148144677984
977,340.71615286229445
978,341.19302682169393
979,341.70905240377306
980,341.96144108856964
981,343.1476106829143
982,342.51127060907316
983,343.3752274818194
984,342.90829186308054
985,343.33034739598975
986,343.1975491885256
987,343.87722595279575
988,344.9034906956818
989,345.035390130963
990,345.88941630281124
991,345.88444163530016
992,345.9779426503124
993,347.568342672087
994,346.76241619036585
995,347.677032729366
996,347.1483469944086
997,347.92116781665146
998,348.2090565576321
999,347.98707143756593
1000,346.8008851609459
1001,348.03912623042805
1002,348.65335664617413
1003,348.26656586879204
1004,348.1479681656709
1005,346.94523960998083
1006,347.2887240623435
1007,347.661211060089
1008,347.4345596131158
1009,347.5815276302599
1010,346.62173613855833
1011,346.5967267044645
1012,346.08613411382834
1013,345.2581386725152
1014,344.29210433445263
1015,345.303894805299
1016,344.84902661134373
1017,344.13709781782234
1018,343.3362439556108
1019,344.18067551701085
1020,343.47767198817985
1021,343.66290511667074
1022,344.123072667525
1023,341.96291648288053
1024,342.5651508675926
1025,342.73248674106594
1026,343.52928646477915
1027,341.9917984903968
1028,343.82980389054615
1029,343.02510249850496
1030,343.0469509410768
1031,343.1746020414309
1032,343.272916886229
1033,344.2685261351213
1034,343.4963716482364
1035,344.51851285062844
1036,344.4937396510152
1037,344.6651186146154
1038,346.7150405949792
1039,346.01791532661076
1040,346.50663277233053
1041,347.16049843110034
1042,346.2672720202034
1043,348.22996061568864
1044,346.45969092688375
1045,347.6698110351742
1046,348.13985213813294
1047,348.94639392699855
1048,349.01831073075175
1049,349.0429607066104
1050,349.2990500557424
1051,348.9538139405168
1052,348.7895104250521
1053,349.953255811168
1054,349.9449796785623
1055,350.3550726398567
1056,349.09004017964867
1057,349.7127756821101
1058,349.06709823349865
1059,349.61076973711005
1060,349.3003493630615
1061,348.6397989398057
1062,348.08440443779836
1063,348.43428075043175
1064,347.96139925449097
1065,346.96938983972285
1066,346.3161006632604
1067,346.50412350889314
1068,347.07975991481146
1069,346.579428918239
1070,345.14966674903343
1071,344.84192705185654
1072,345.8079739501173
1073,344.3766498031078
1074,345.00569606414007
1075,344.28559631537223
1076,345.28347373420456
1077,344.0119621481529
1078,344.93355414280876
1079,344.4624293270302
1080,344.54797080482297
1081,343.5320202570461
1082,343.55349459534085
1083,344.7233489529067
1084,345.1745014340273
1085,344.7418688416179
1086,345.04628532003943
1087,346.18654207471957
1088,346.5272577240972
1089,346.53731480867845
1090,347.37215386773033
1091,346.78128881137394
1092,347.5820325414565
1093,348.97554884365786
1094,348.57210805783257
1095,348.9769709184211
1096,350.4271428091152
1097,348.914523157269
1098,350.3275831580434
1099,351.0475253844174
1100,350.3065226344317
1101,351.116183470387
1102,350.3740389794508
1103,350.6594592544945
1104,351.290609830318
1105,351.5492833365553
1106,351.7185948784973
1107,351.9076397457479
1108,351.0113254487787
1109,351.5231739545459
1110,350.59779917595637
1111,351.0265779003074
1112,350.4531123736485
1113,350.3170331937345
1114,350.0259234531423
1115,348.71146215622866
1116,348.6358860634323
1117,348.9228807606748
1118,347.69636046017945
1119,348.6239955108339
1120,348.3178309902815
1121,347.7297706153112
1122,346.7052634774897
1123,347.6758752292408
1124,347.74923734513686
1125,346.5780061692097
1126,346.5663160915446
1127,346.2545012504384
1128,346.3001358664431
1129,345.8973951694087
1130,345.9045912577839
1131,346.3828588002487
1132,347.15468545865406
1133,345.377138930521
1134,346.16304502974225
1135,345.8034016804243
1136,347.407060851607
1137,346.5705987708268
1138,346.4290316283847
1139,347.7848992592308
1140,348.6779860412403
1141,348.4979842731527
1142,348.6444519457782
1143,349.13296042062206
1144,350.02742033141277
1145,349.27451040575886
1146,350.0420234408195
1147,350.2474695868728
1148,350.25023686248545
1149,351.01000661048505
1150,352.04322852271355
1151,352.0588333187096
1152,352.351106847735
1153,352.3196058827862
1154,352.6867106194205
1155,352.16253028110407
1156,352.50337167933054
1157,352.80600211848434
1158,352.8568845517351
1159,352.8429193797391
1160,352.5358810870481
1161,352.29765637639446
1162,353.90783723920316
1163,352.5889258809795
1164,352.11594171269877
1165,351.5375899910902
1166,351.1485601026594
1167,351.0084143642641
1168,350.9043614146561
1169,349.49139226873444
1170,349.3153052023127
1171,349.4499487647646
1172,349.54562272552664
1173,349.0065487652965
1174,349.5648910969184
1175,347.8046073663087
1176,347.9149592904759
1177,348.82451362598226
1178,347.93660806465664
1179,348.156053214441
1180,348.62057474357846
1181,347.1702723387709
1182,347.4322162088098
1183,347.35378654953456
1184,346.5645768754642
1185,347.4819761458438
1186,348.21548236563405
1187,348.2239266939465
1188,348.480589987013
1189,348.2367132651669
1190,348.38258340727475
1191,349.6604335957558
1192,349.1171719106898
1193,349.873226358269
1194,350.1837203474761
1195,351.21924846736266
1196,351.3657061788361
1197,350.6239807304324
1198,351.06417040947514
1199,352.32326957016215
1200,352.3620006924417
1201,352.50660834821656
1202,353.5571819167197
1203,353.42926193555775
1204,353.61518029112574
1205,354.1962823973371
1206,353.79749423058445
1207,354.9070849450144
1208,353.8241028106777
1209,354.598464533171
1210,354.9950430416241
1211,353.5541777076421
1212,353.99338114013005
1213,354.61747177340243
1214,354.4675738715465
1215,353.6097844443192
1216,353.102032427884
1217,353.69216215135884
1218,353.52594406742213
1219,352.05148298687146
1220,351.71599016837956
1221,352.1042383817578
1222,351.9746803167144
1223,351.17885541661906
1224,351.34169991712855
1225,350.3311170354537
1226,349.3284836843319
1227,349.8938552236403
1228,349.88224809853415
1229,349.4865477755385
1230,348.8517467704893
1231,348.365807435101
1232,348.89790686975977
1233,349.52600243354675
1234,349.66997209741265
1235,349.6438566920692
1236,348.69391861013156
1237,348.62032138590666
1238,349.5832685794337
1239,349.8311819288394
1240,349.93113320491926
1241,348.97743611836785
1242,349.8371897328359
1243,350.5709613646636
1244,351.16943958118384
1245,351.6698390201737
1246,351.73417976827835
1247,352.213781862503
1248,352.4824327291806
1249,353.17441972787526
1250,353.3743798186082
1251,353.6266834911512
1252,353.8199851165626
1253,354.33483995271473
1254,354.851663664142
1255,355.02926993896233
1256,355.33936480685355
1257,356.0377290076352
1258,355.6776306894296
1259,355.3583261920416
1260,356.21993001529125
1261,355.1469008311655
1262,355.29741993192454
1263,355.9707490846382
1264,355.98324706194956
1265,354.98384246520766
1266,355.2575428571876
1267,354.95249032840354
1268,354.78602981328163
1269,355.2459931283299
1270,354.847422247905
1271,354.18425357120066
1272,353.60496602930516
1273,352.8767852056559
1274,353.93009246939107
1275,353.18444690937656
1276,352.2087184551007
1277,352.6059850876849
1278,351.91071867358136
1279,351.52225100737536
1280,351.6282377894224
1281,350.81371863053033
1282,350.81917014256396
1283,350.8943624551402
1284,350.46522567550113
1285,350.97171715285566
1286,351.53640662954496
1287,350.23285093369645
1288,349.8293107295538
1289,349.7563044639837
1290,350.8197172011962
1291,350.7420496279773
1292,351.39497865285256
1293,351.6107665914998
1294,351.02902360197055
1295,351.2383638450658
1296,352.6337971040417
1297,352.91389975623235
1298,353.009144007954
1299,352.7798181666679
1300,354.23569563138244
1301,355.0275598134779
1302,354.9169382129721
1303,354.730077715845
1304,355.5364455989168
1305,355.17113719972656
1306,356.69834833164185
1307,356.496454411778
1308,355.8248731418044
1309,356.7760308967377
1310,357.3366994831734
1311,357.0763016417904
1312,357.2001787615741
1313,356.7777988964763
1314,357.681397115835
1315,357.0385908522686
1316,356.20682603955373
1317,356.9807393916244
1318,357.4995264554662
1319,356.6220675212133
1320,357.45836046728425
1321,356.54867821446777
1322,356.2235485972714
1323,355.6896155281689
1324,355.4038038889805
1325,354.9798982232062
1326,354.6288653039588
1327,354.7138235402676
1328,353.654137392242
1329,353.2682384245103
1330,352.94423295843103
1331,354.24863303364515
1332,353.2358034761129
1333,352.89671385632676
1334,352.0222910671723
1335,352.7053030733778
1336,352.21666559871704
1337,352.3042590182878
1338,351.67356321977405
1339,352.2501344287088
1340,352.0099566086026
1341,351.9343689692068
1342,352.8220044398474
1343,351.8647780187753
1344,353.13343653447606
1345,353.4467108222632
1346,352.95081018750193
1347,353.29564152924024
1348,353.9343176432354
1349,354.5472034441035
1350,354.70562551123027
1351,355.3851711893299
1352,356.4414898262687
1353,355.69775165619103
1354,355.480357007511
1355,357.1267764526429
1356,357.91582680409505
1357,357.61057842171897
1358,357.18549363704557
1359,357.9535860628956
1360,357.7096898555751
1361,358.8077958239411
1362,357.989403526707
1363,358.65276105886403
1364,358.39595770914724
1365,359.01341234256745
1366,358.7749557837253
1367,359.0112065039033
1368,358.85622400553945
1369,358.2330385630975
1370,358.8823901294455
