time,DAX,SMI,CAC,FTSE
68,106.53283758600891,100.50109844838498,91.44198226451596,90.04198198529258
69,105.77518124725731,99.95989175134946,92.24064028473384,89.28097574652898
70,104.88041179848686,100.9832331057334,92.9005339412821,89.27139741896043
71,104.06988690989343,99.8602730912325,93.46201587947924,88.31263836162516
72,104.03128236478045,100.48296725057352,92.73590306406753,89.4519829887889
73,104.42855627967124,101.14487297180173,91.00147180226402,88.39348300731567
74,104.75979613551361,102.49114389711724,90.66262074232773,88.26434020476422
75,105.67220595406694,105.99504145684288,91.59360645508512,87.4664886858571
76,105.7282290677553,106.54860925139249,92.89743322464628,87.94305687969414
77,107.31916722646785,105.95280322957477,93.57857961413632,87.7074322232788
78,107.07833800486107,105.97326556604007,94.00001249965253,87.32516160444146
79,110.07504815732317,103.79916639278981,94.37642546583622,88.02469984975521
80,110.81022601569666,102.98891717818206,93.87180963507743,88.07443687698667
81,109.9084214806131,102.53559360384126,93.76855087969696,88.51146844295687
82,108.78120399189814,101.94372365934068,95.36581840263551,87.75950689099155
83,109.35104310553908,102.18135151903715,94.49005931437256,86.68291838721812
84,109.1506085537001,101.22848114241158,96.04745809138365,86.79263052520973
85,109.97671519177416,102.65075715070029,95.75780536285566,86.56989298669146
86,110.5426080176622,102.70235055508788,97.05486760310956,87.08546659811071
87,110.50632403757139,102.74224749967141,95.71818620397872,87.04897010388586
88,109.61835282177938,102.38996029522447,96.29990727198519,87.23594969585037
89,108.01351314410961,102.6321208047192,95.61212614518759,85.99645464460136
90,107.57531334024083,103.70518678410549,94.28734512700743,87.49678088468455
91,108.54395209900629,102.68299959334266,94.51252099660493,87.3937548175957
92,108.8201061874738,101.92621515978448,95.49052624350955,87.9705507291705
93,107.51589843793528,101.60618998994408,94.7060256069671,87.33726932054357
94,107.74534630831376,100.02838615977087,93.31561590917839,87.60598975060205
95,108.20458190413567,99.0993530428368,93.24859760229576,86.61073502222294
96,107.29533127853948,98.583929598204,93.1857363016671,86.98993126978435
97,107.5033907393693,99.67360848757198,93.71683687606556,86.73769918775423
98,107.60902030193034,100.03815554077637,94.62992973485139,86.78652148707651
99,106.42864632384892,100.32097016669685,94.5926385261899,87.35961399862818
100,106.85284918002343,101.40126060730678,96.38346763337397,86.42182349577313
101,107.49673681580558,101.28487201412307,96.61915725013071,85.91683599719995
102,108.71078468476851,101.81145678159007,96.30428091049774,86.29707668334441
103,109.90639234880166,101.73628039388191,94.78366631151755,87.96858102302261
104,108.44599760783538,102.11180362907686,94.55394355630014,87.88568851315249
105,107.47670009557955,101.45092896539974,94.25525996960837,88.38101648578429
106,108.07489223814173,98.5741855221181,95.18379259279061,88.3224619710077
107,108.6750560855424,98.46469595821755,95.64414848265366,89.90689798533977
108,109.27993159077958,100.2103067258987,94.5416829299377,88.53072554571565
109,113.61778870367559,101.38099319223173,94.72361829567913,88.63273531641961
110,114.31399335227145,102.61359199412148,95.38093178755321,87.37169428305084
111,115.66575926052582,104.19914961489066,96.86894627238549,85.4483604414155
112,116.82121204426397,104.36223322598389,97.75203678304236,85.70313281282215
113,117.63170228471711,104.6619515961355,98.51831813947003,85.83654606995687
114,117.30834364400677,103.94104101164308,98.59724911654047,85.64247199276498
115,118.24935539411582,103.5993391312792,99.0006565417116,85.586330624198
116,117.3859617488453,104.41989313434796,100.26548627892191,88.03287078083532
117,117.1551515476425,105.99233898847962,98.95782575344793,87.8549096746437
118,116.63454536384323,105.86804524952136,98.63235616482957,88.28567110868141
119,116.77677936786135,105.35032143071723,97.89286595243271,87.79754473581448
120,119.55910235865773,105.4036775459634,98.28438924879343,88.05755450325192
121,117.3942792601915,106.21995674928503,99.52087578706805,87.89531693354903
122,118.24997068818774,104.44762504472587,98.9483192641772,87.5974475289789
123,116.40478244843702,101.65976278313673,96.63052088640848,89.06994380279868
124,115.90307739175077,101.04087484309396,96.25225823468564,90.0456362428691
125,117.21897984388907,99.62135878944571,97.1549544429039,90.18357643052029
126,117.34127957446225,99.06526792755322,97.69823285474072,88.3591203832671
127,116.12987309853227,98.93920207985938,98.13708560297648,88.09892585883397
128,115.34828577229976,98.45174800378807,97.8822671527455,90.29549669144401
129,116.18132310439853,100.23286917979704,96.65762481277613,90.13527826510787
130,115.382008293417,100.67697335233396,97.17641487791225,91.0619998721017
131,115.67829512864466,101.0911717318743,96.38833794595122,92.27913627371278
132,115.77732553918484,101.89972951452543,98.53641605224622,92.48891029807712
133,115.0713919603313,100.56691113388345,99.12000205479828,91.81836700994619
134,117.61212998722085,101.87969229523712,98.56584234085979,89.8547558647349
135,118.40741729002553,101.83801456224477,97.98465870128578,90.43686761569879
136,116.08003854736957,102.71202778562989,97.91321063117508,89.80307413406081
137,116.34320466629873,101.45008853953621,97.69852495771447,89.9725444306647
138,115.6220427341001,99.62586641345081,98.81553201431898,88.99286329778644
139,116.65851039829833,100.6587929295562,99.0197139103421,88.80731662125399
140,115.78392575702026,101.1650583518053,98.317559538268,88.8609254793852
141,115.6974252988272,100.12594117827511,100.21391489140181,89.10271939435896
142,116.32968284551835,99.13602018482068,100.28339555892849,88.23965410689071
143,117.38813122967935,100.53420982184458,101.07759914963023,89.22208990157408
144,116.03395239746482,99.15904964850381,100.48477918976411,88.77069644073255
145,115.69273366696689,101.18365161927049,100.8704904706609,87.46916885746101
146,115.19062628434857,100.14606294170952,101.20503629440198,87.4096042070908
147,114.48629065624407,100.96666903593459,99.33043588303028,87.4628859104557
148,116.57206039727276,100.6195961180434,101.37279685303979,87.61566860108289
149,117.0919405741442,101.40123598610995,102.71017881674645,88.7229895460084
150,115.67107506831378,100.79169005108923,102.32349057648105,88.56094856762505
151,116.78436767121147,100.64529425054948,101.22204545529354,88.4922009029522
152,119.33692379835558,100.74508620730226,101.59478344032497,87.64422860772724
153,120.6236584068072,99.59053978807752,101.70324058733186,88.320367615662
154,118.85232284082016,100.53008844228863,102.08602663588383,88.49353747018698
155,118.32551133084021,99.96283904552861,102.302246248172,88.18609317835931
156,119.8820698942886,99.73885382217202,102.84202161486127,86.71329393579114
157,119.0843200484413,98.60511296570222,104.36215367815966,87.87425871156636
158,119.66186914546944,95.66716269033985,104.97771915484235,86.93474629975408
159,120.64065683649588,95.49584883478136,103.90235606525735,86.49929750851972
160,119.57538916491836,98.35015923542727,105.34884773043092,86.80475430069092
161,119.55204392361654,99.33017632383716,107.11289249225922,85.90073383549492
162,115.78547403603885,99.356887359828,110.56503674336349,84.77924698140133
163,114.65128769298289,99.09347542264916,109.35166521391884,83.19899393358288
164,114.40783441392361,99.16976619369619,109.63950925218093,83.76575129502748
165,113.03434690290923,99.87292430541633,107.40178568219272,83.38075705469652
166,114.94064221526669,98.51697488245182,108.01912555995033,85.63233719805316
167,113.3538596022172,99.89311131771287,107.45007240991002,84.89488016712772
168,112.90129956071526,100.80473243383705,109.55873026564491,84.21901507645512
169,113.0942325519298,101.728096363287,108.73509523117713,83.81669326434103
170,114.78193610200633,102.31591583415735,106.9351712686211,84.0255066358492
171,113.19086888605815,102.39118662131732,106.45369878704747,83.69578126081547
172,114.56096611995406,103.27289757981994,104.39223128820028,84.18355244672519
173,114.6185280563206,104.06094583940333,105.20031075841312,83.4704158220357
174,113.54444890721835,103.67160475355767,103.07072713722363,82.46367901845694
175,114.11599320113652,103.01195355012123,103.12068482166741,81.16417939848529
176,114.38912489089894,103.18952138484929,101.02033987098258,79.57992335762238
177,113.75008937134739,105.17814722649203,100.71743304711683,79.23350249977729
178,113.87505793764512,103.67761903997021,102.4067557899016,79.04287272037456
179,113.48251002986865,101.91875381352824,102.7973077889102,78.61853333277756
180,113.65685916042779,102.1715327797625,101.93386573026069,79.52712169309089
181,114.45768697116358,102.28507288025396,101.9224462205921,80.43507913980383
182,116.33400146307011,102.54931933852485,101.96120131282652,80.21713631828592
183,114.94884712118505,102.90140384024087,102.46473238658822,78.95608973772356
184,117.47406143991522,102.67748462244694,101.09392967671569,78.5779814417373
185,115.24919275030211,104.5819756349299,101.71509860215065,78.17837957611083
186,115.1204333109973,102.64335142189256,99.02098901179754,77.74069913694774
187,115.84603194509174,101.67875755898625,98.41891314629449,77.27723795520947
188,116.21848574012526,101.60363891098274,97.95912050453633,76.84714219178
189,115.54325038891955,99.66963678751038,98.60120890136261,76.60324263619093
190,115.34915967678285,99.50927261857856,98.6432523985809,76.18918610783153
191,114.8278086593695,101.56393218695061,97.2859130494206,76.35507049088227
192,114.19871473974383,101.64019854024009,96.3516258299758,76.62610070999949
193,115.2191611273049,101.97294394797876,96.5625581238619,76.02345820575725
194,115.67750829234788,100.49274597127635,96.50553802932666,76.92120153639824
195,114.92469899750502,99.8020983459907,95.96745796853199,76.26857409258515
196,116.00962030392348,99.40345305503774,95.52622495155734,75.18868655989993
197,116.41322160642844,99.07471583407246,96.21280881595813,75.46943784879406
198,117.410311733017,100.66055313568707,95.73515442349937,74.93874933847664
199,118.19916328483775,101.38714309175134,95.66998935425019,75.17830767883189
200,117.2702471533842,100.09390483098002,97.7882106521104,73.59151326708651
201,116.66181341233994,100.44063445332591,96.42516332788958,74.54193207480951
202,117.58390944765469,101.09346773205883,94.67488608925701,75.01682744931225
203,118.35113242234424,102.53736825215145,95.438748739112,74.0327946085056
204,118.37373776072322,104.55296537461562,94.81221362276969,73.0759397729376
205,118.56011864050353,103.33877393305748,94.52986925856628,74.20633800930912
206,120.13268150582255,102.38931569601455,93.8130805316688,73.73762210792447
207,119.47188805508317,100.90620620569734,93.58838614889235,73.20805688684737
208,120.17536741489263,100.67355924050221,95.1154747658092,71.75166161890611
209,119.98060978288967,101.28917007710072,95.90066938404235,71.54695940213769
210,119.76761607271777,102.54764402422694,96.750470699116,71.42189910254586
211,121.13929733164514,102.50546334123034,95.40900122315219,71.90486819623365
212,122.19220606654973,102.16385314379193,94.33585962388442,71.02644442996325
213,123.2395917302422,102.40126066138868,91.71359307706388,70.0822591842281
214,124.90895963073957,101.43085236739493,90.9924734973595,70.38839086212052
215,124.98518214162392,104.05834729626413,91.88555415941974,71.05035973681706
216,125.89078144487506,102.12114873576297,92.38025739828541,70.0737701573684
217,125.55099987814913,102.39897759565271,92.19428636835579,70.78040333246759
218,126.00904789709145,104.96846825966577,92.19216566258869,70.82556689646621
219,125.89551067318622,105.02953548157983,91.5775633794733,71.54640770203338
220,126.06810063656546,104.84270008710226,91.78362357000103,71.52265943504847
221,126.871379374746,104.44616669343172,92.50777287081155,69.93832717940755
222,125.88787195209417,104.27243978254658,91.04317132180476,69.86369342757516
223,128.60111452470935,106.05748611250378,91.3346543250241,70.55463691280686
224,127.36478659135055,103.3311547980016,92.20871323562876,70.01039192949709
225,125.87802951841334,105.30281273371571,91.84511510481144,69.787297044976
226,127.39525877232663,103.57051080582995,92.50943441278937,69.69766391455838
227,128.4591755807516,103.29126537280897,95.16927778898132,67.92275991684181
228,129.31513758319622,102.81198003952845,95.08904320283047,68.97287450405767
229,130.1823041043617,103.59245746859882,95.48286621068257,68.43613147204877
230,130.21843890898816,101.67556722627245,94.79970042171144,68.7689642364183
231,129.10690678488365,102.29216715110243,94.99067802882253,68.73594173086832
232,129.25650507198273,104.85986273030672,95.44798858917301,69.53921257869014
233,128.43555029417294,103.21010139713805,95.65327172017935,69.81475019799817
234,129.74596479521102,103.49705974322629,94.70179430139059,69.68819884601302
235,129.6071364889309,102.72951004709235,94.91640576796834,69.15078111896071
236,128.59306403438583,103.30750896799825,96.33373069807632,69.67001402634818
237,128.23172996871043,103.38292754861457,96.78624450601689,68.525712419965
238,128.81384911328826,102.64146514285102,97.74135488353785,68.94589402393329
239,128.14098287889738,103.29577367831244,97.52947442991412,68.2877674094963
240,127.1425480471051,105.60953275732383,98.2832520315176,69.08248342432344
241,127.50374729207311,105.42057165132654,98.57782275306546,69.2036009757799
242,127.8676085440023,106.38822349309791,97.66440935196165,69.62683214716073
243,127.27193129185885,104.80228906079876,97.99558412365107,69.69913530441634
244,126.72452113696477,103.65814082774133,97.0479756981722,68.62909141003001
245,127.0697444943786,104.29957139438449,96.45500674890773,68.11993866517105
246,125.29303346987078,106.22682272891568,96.65712585428061,68.55397967817068
247,123.591358039969,106.73445332171627,96.9642519632771,68.677481259775
248,122.75569756384246,106.38741701808554,95.83711670637973,69.43216765076392
249,122.54296584473946,106.43971895209934,96.87194068772051,69.70553608962464
250,122.97373373953768,104.90696532490902,97.44712955571572,69.12244001348395
251,124.85141470567986,105.72359528577616,96.78216056395247,68.64956857319524
252,125.97720074828776,106.90238127709979,95.32449781929995,68.73380218934516
253,125.82619612008878,106.377172480512,95.20550748419575,67.33732624713879
254,125.85260199786694,105.83174310374972,94.8008480323706,68.37967864446011
255,124.64704497516873,106.22304085891048,94.92715037583235,68.67267699009255
256,124.6738305938037,105.72066772409485,94.60199765251589,69.45608738189608
257,124.36420346040562,105.68963360373587,92.7403844172146,68.49558435222639
258,124.81611459609279,108.44069956472046,92.39940642716921,69.28790553236001
259,123.83738102083592,108.17379723680673,92.13587259454985,70.71472727745787
260,124.53200195284782,107.7635080161075,92.74010153666367,69.90002120650342
261,126.50604781040356,106.98285456127827,92.11326646913204,70.40811798319253
262,126.41909196303311,107.99650738088309,93.69133638871891,70.42994714386649
263,126.97873500573651,107.81579805973523,91.93569068183876,69.47859042298174
264,127.90925554612701,107.03241376784658,93.1676905131917,69.80841836134253
265,127.44805460724145,108.79739263514803,92.97752558441258,70.35522401034186
266,127.78508017137955,110.72200555252454,93.79894909669557,69.99661608664032
267,127.85230308840612,109.98208871268444,93.89260856892318,70.75619877953065
268,128.028446376984,107.59982735652956,94.98768223316108,69.72362948276894
269,127.09341645594291,108.96309070622145,94.63937378571953,68.81257276799727
270,127.17543109141818,108.12561462209675,93.62405970596558,68.91789362093567
271,127.86147653921402,109.21093075519191,94.98247885312892,68.95432411332122
272,129.7823607521379,106.71267166246345,94.89373010633587,68.53161383423961
273,131.08573931577268,107.91577686433813,95.12323103021438,69.05349572396861
274,133.99244694486094,106.41185776818871,96.32431112183353,69.40504458269355
275,133.02139190116029,107.40279278447642,95.35446767324879,69.9641385971492
276,134.24052626191386,107.47491399297478,95.94317560564276,69.90761447232904
277,134.54067680213262,106.30477337578557,95.39795554458922,70.30885840713572
278,137.57436570658965,105.83970719785395,95.29100826480766,70.04843608145693
279,136.5214342204394,106.76835432780389,95.37898240590948,71.37668782614315
280,135.4339965257316,106.95758010763117,93.97755952922304,70.87788049075763
281,134.67850376527826,107.76417383329544,93.26712193649891,72.2553288463889
282,131.90098499474246,110.4057870105936,94.5546887324504,72.29970662824711
283,131.26182297408425,108.40689041537479,95.41542907651561,71.43160892764698
284,130.3212623257737,110.58652017619839,95.37475301351938,72.3382610454445
285,130.569622267623,110.78046763082033,95.62603681052728,72.44200423132769
286,131.06903226040146,109.64688493259614,95.3641488393403,73.02095224233315
287,133.60475564530282,107.96437393839338,96.68599313894804,73.85185449091662
288,134.93458358999578,107.77350586534058,96.5117746089844,74.09905063223533
289,134.2120562514587,109.02657484358897,96.75513819866737,73.72725586724668
290,133.06489103146433,108.91427108585548,97.889935457655,74.39985352112653
291,133.77457449530277,110.96279091540583,97.15134546548792,74.42268286581593
292,132.0728641429942,109.10173765134816,98.6973322238881,74.90596246054831
293,134.56782661491812,109.14046829055441,97.21774950160422,73.49004227621565
294,136.21884682434856,107.56626014704594,98.83479552186422,73.80841527768156
295,135.63548142675074,108.09069181192686,98.48684326159528,73.4074537969886
296,133.3849966714799,109.30184360473632,98.2677583351185,74.53026373778596
297,135.2572312590822,108.80574332008104,96.44721647065137,74.97187578657896
298,135.15644829460797,105.51082503481715,96.02877939872143,75.15643741514891
299,136.89458085797318,105.81591488749437,95.05444822544969,75.50875149289546
300,134.78310681316322,106.42513657375996,94.4975022733466,74.85572510690388
301,134.03126853667501,106.99620131036123,94.38671133844699,75.98013358283934
302,134.09192296145847,108.64902342111816,95.31414347479897,77.37736064284465
303,134.20860765140236,107.31517592933189,95.53132872640452,77.67476743915441
304,133.6593913345166,108.24884179487542,95.84487601740824,78.81821250882258
305,134.5482953146232,109.86394730842699,94.81956936200419,78.4390397631008
306,133.17272944752037,107.59774675960097,94.0069085639846,77.90169703933933
307,133.03645766200216,108.06528427482989,95.73227803313155,77.9537779163218
308,133.249880300103,107.46716623598715,95.05004237637267,78.28300499511293
309,133.99072123995663,107.41577998044367,96.6567069340297,78.0293196833762
310,135.00160967101635,107.91881335891071,96.44134361004745,78.43141613896174
311,133.54523787647287,107.34333905140664,96.46284079067713,78.6715875881691
312,131.56475175801984,106.52971673010614,97.52039311261635,77.99130198902576
313,133.30982194115398,106.62668466222871,98.78842484802037,78.37981595581915
314,133.80707819052762,105.29720275960395,98.69875327284575,79.01503879550876
315,132.86242338408235,103.98607050866498,98.33597034143182,79.16081550846715
316,134.9933748378564,104.88971157138222,98.30065396310698,80.01029033887424
317,135.2036889408362,103.50541226232595,98.65315908718603,79.16217699024958
318,136.8623149542355,104.38851436534506,99.55629788145409,79.52012826166275
319,137.00954637320638,105.022094229247,99.58042315469237,78.71058535141083
320,139.91821652041529,102.9209346304356,100.21866548417987,77.9486998991646
321,142.45291052341312,102.13855692111792,101.89450882560409,77.53058775555428
322,142.1555458129778,103.66448782407569,102.30424288507886,76.89908651389516
323,143.60084782273438,102.50233913449182,102.64410109162692,76.54371650460664
324,144.58843397017523,101.9836766867302,101.1170308505174,76.41925417303518
325,146.63956480164126,102.60200748888178,98.51130035026053,77.02030379699049
326,145.2895141564077,103.62288310480005,98.9144191508742,76.82104618058695
327,146.3482295536135,103.36224067872435,98.84043487965148,75.7552697828871
328,147.96461548064295,102.67509610524421,98.35259739496286,76.55953095923101
329,145.44321939296313,104.49487573738038,98.61212801628916,76.00771204971932
330,143.78989629265732,106.75162026950406,98.57229308707053,75.99034749933615
331,140.94374777426512,108.06696991708482,99.7102042672829,76.31924650056217
332,140.62078377653035,108.23176981040388,99.81606378506773,76.47941716478095
333,141.6900907464489,107.24069089109062,99.09310842411911,77.25945196974422
334,143.89239791506603,106.23041091458944,100.09918652591251,77.61652008141769
335,144.05666532295737,106.95204882641869,99.90205429178674,77.0402880124062
336,146.48058393610032,107.54414031338248,100.4495504370522,78.58930060315757
337,144.53068995485378,109.42293964471914,99.99113266428495,78.75049525966958
338,142.1464761084724,110.33552549911765,99.36334070420621,78.66973380610082
339,142.12437732034593,108.41744322962776,99.46689966607572,79.37899871577694
340,142.72835742944042,109.84962256094522,99.49955866047016,79.58128021217676
341,142.73878447634817,108.59611521373209,99.99812931220985,79.89169825746964
342,139.87397754906797,108.15095471833887,99.74979707201275,81.7284038429681
343,139.80528826751,108.53040699923464,97.95433724110389,81.55074861461435
344,138.04862269327586,111.21645999903474,97.55084065629754,81.34225805603525
345,139.0318004174217,115.50310527617953,98.34796659197866,81.45207963746536
346,139.5982520903279,116.40530289980919,98.07555084095341,82.26605028330606
347,138.3476709403473,116.20777264271767,97.85377519826336,81.18249982625989
348,137.69363794371293,117.01402508971057,98.84352455105939,79.78294035074286
349,136.29737331290147,118.32625300844302,98.16191482247876,79.38628847430438
350,136.26646580393157,117.93075778254266,96.67842599968202,78.25090207497834
351,137.62928080148745,120.55911216708904,96.54256160306176,77.97567158963354
352,136.33382025492858,120.95287889877102,96.09547461363915,78.3526172317525
353,137.07756096673486,121.73833621070682,95.1904632925654,77.7503173586285
354,136.4071724391768,122.77642853579553,95.04267266766763,76.78130558362022
355,135.38405611172502,123.46084812566276,95.53006676715553,76.85228694507428
356,135.29333809929406,124.77241184788753,95.54029995949278,77.47444340503108
357,133.95351981755408,123.91357345733213,95.85320995658655,76.32445198025239
358,133.26723255728677,123.14773267353634,97.626798965251,76.91304131449913
359,131.73305979731856,121.59342076355905,97.31209100432213,77.50412850182231
360,134.4005945877489,122.2975337939741,97.60285382695548,78.19595906465844
361,134.50178732495414,123.5077757117818,97.12653368462774,79.08192131009928
362,133.61736531185454,124.25021429815368,96.32722625876116,80.68901294515602
363,133.95715789679605,126.83554155582213,95.78460049555822,80.45496530444962
364,133.86030432743922,126.89045392114538,95.34618682962478,80.5585085646123
365,133.6182769348188,127.97680627833248,95.70868990323285,80.28122548858383
366,134.49522844275873,126.37436290680111,98.003173009077,80.30674224219703
367,135.57212672492903,125.85160057369032,97.32339686906785,81.44675067784888
368,134.9087720985087,126.96987996464249,96.93815214286573,80.49091415694906
369,134.18783945850674,128.33436929639788,96.89635850279346,79.89352921035288
370,133.87279906343406,127.94641131497035,97.30009122221604,80.91421276958866
371,130.87869171634154,127.90046236541002,97.57637794241408,81.68495375826915
372,128.9621520211038,125.65472134755946,98.85720080957127,81.44285718981243
373,130.78931012394074,125.18009848739223,96.5067034833341,82.09616085653496
374,133.0117387941531,126.58804655110065,94.24927871229245,82.37336926533577
375,132.7339867253339,127.52858638613746,93.80183246154849,83.51820797217506
376,133.55489544725575,128.36124751545,94.85575729970272,83.59930895573193
377,134.02483206730673,128.50217359401063,93.40089365391965,84.39987689422209
378,138.2707756141285,128.57733823005722,90.65169087580381,86.45672936276462
379,139.8834609147832,127.62633331372837,91.18919223688764,86.9494523724652
380,139.76053279070806,128.76546702904756,91.42993635963016,87.01416278898412
381,138.4868082218807,129.48231911990797,90.45666281148532,87.60805265042009
382,136.33438896892173,130.3142141560322,89.58747085944702,87.34671174028226
383,136.66671801527707,129.55897047970518,88.74064717413816,89.27103691145916
384,135.6912031876978,126.31717842214327,88.85656069723883,89.44265913624893
385,133.82850973022818,128.05525692491486,88.3194397644352,89.24999280412621
386,133.01919928907762,127.385231741203,88.77462711226048,88.60782207531257
387,131.64093059925196,126.13622917876964,86.29352892779134,89.51400743720116
388,133.93430381273674,127.25389370137286,85.57439316885788,90.24243828874545
389,135.17440144324527,126.72002205553667,84.63310935317037,89.86635462458963
390,135.21770116715243,128.40628500872984,84.43332306952176,90.36090257368156
391,137.28863332751723,129.42523909103414,83.99704916124517,89.16910976068873
392,137.4498612697919,130.5565207244011,84.68683062573632,89.34447566458564
393,136.32563015986273,128.49818419573626,83.14339263444333,89.73619674454004
394,138.47331063427617,130.44583736841383,83.19786230429968,91.15307052912215
395,139.27727139685558,130.9208716721131,83.68041990349847,90.55005736835967
396,137.89523676121914,130.40718947604032,85.26563427778046,89.54109162565585
397,137.68808264053237,130.69710149423733,84.8728142462663,88.84904379926954
398,136.54232961687254,128.00478177061498,85.16567005163832,87.81301076686722
399,134.72109471645481,128.69837066065057,83.65990170205038,88.90244031834017
400,136.02904808652985,127.18198282861219,81.69887476465874,90.17726514859238
401,138.70683681419655,125.19680673312203,82.40844938664718,90.46466162343482
402,136.83515353567327,122.99191761664548,82.42034978391831,91.49194628469454
403,137.66271989441913,124.70748853385317,83.41411141913822,91.6298026391977
404,136.82465412229223,123.83124887248545,82.29278755617746,91.57887018707866
405,136.2142420331132,126.19451357010603,82.73828963231429,91.33218381608856
406,135.4638772290137,125.44844251092573,84.3159175637321,91.1047289868322
407,134.35225351237276,122.9658361639072,84.68747566425589,89.87137655706667
408,134.47123696963945,121.38997157499807,84.93901588112898,90.11240104734793
409,133.4118317706611,123.265184751655,84.96327459866005,90.10672367707878
410,133.82666150922117,123.096331288319,83.65576013443587,90.74043180707746
